1.000000000000000000e+00 0.000000000000000000e+00
9.975929999999999520e-01 2.221499999999999950e-03
9.903929999999999678e-01 4.001499999999999849e-03
9.784709999999999797e-01 6.943500000000000019e-03
9.619410000000000460e-01 1.101260000000000086e-02
9.409619999999999651e-01 1.614060000000000147e-02
9.157359999999999944e-01 2.223160000000000067e-02
8.865070000000000450e-01 2.902870000000000103e-02
8.535551000000000110e-01 3.548169999999999796e-02
8.171990999999999561e-01 4.145379999999999898e-02
7.777870999999999535e-01 4.742779999999999913e-02
7.357000999999999680e-01 5.310390000000000249e-02
6.913441000000000169e-01 5.828300000000000147e-02
6.451440999999999981e-01 6.283400000000000096e-02
5.975470999999999977e-01 6.664409999999999779e-02
5.490110999999999741e-01 6.961119999999999808e-02
5.000000999999999474e-01 7.168120000000000047e-02
4.509930999999999801e-01 7.280530000000000335e-02
4.024560999999999833e-01 7.298440000000000483e-02
3.548590999999999829e-01 7.225049999999999528e-02
3.086600999999999928e-01 7.078950000000000520e-02
2.643031000000000130e-01 6.874760000000000593e-02
2.222160999999999997e-01 6.621370000000000033e-02
1.828040999999999972e-01 6.326270000000000504e-02
1.464470999999999967e-01 5.991280000000000217e-02
1.134951000000000015e-01 5.553380000000000122e-02
8.426609999999999656e-02 4.996590000000000059e-02
5.904009999999999814e-02 4.390390000000000265e-02
3.806009999999999949e-02 3.720090000000000202e-02
2.153000000000000053e-02 2.902300000000000019e-02
9.606999999999999221e-03 2.055799999999999988e-02
2.407999999999999984e-03 1.182199999999999918e-02
0.000000000000000000e+00 0.000000000000000000e+00
2.407999999999999984e-03 -1.013400000000000065e-02
9.606999999999999221e-03 -1.777600000000000013e-02
2.153000000000000053e-02 -2.260699999999999862e-02
3.805999999999999661e-02 -2.484710000000000044e-02
5.904000000000000220e-02 -2.586110000000000145e-02
8.426599999999999369e-02 -2.592710000000000153e-02
1.134949999999999987e-01 -2.579920000000000130e-02
1.464469999999999938e-01 -2.579319999999999877e-02
1.828039999999999943e-01 -2.629230000000000109e-02
2.222159999999999969e-01 -2.658229999999999968e-02
2.643030000000000102e-01 -2.689039999999999833e-02
3.086599999999999899e-01 -2.707649999999999987e-02
3.548589999999999800e-01 -2.713950000000000043e-02
4.024559999999999804e-01 -2.698160000000000142e-02
4.509929999999999772e-01 -2.641769999999999882e-02
5.000000000000000000e-01 -2.540769999999999834e-02
5.490110000000000268e-01 -2.399779999999999969e-02
5.975470000000000503e-01 -2.218890000000000098e-02
6.451440000000000508e-01 -2.009700000000000028e-02
6.913439999999999586e-01 -1.801699999999999829e-02
7.357000000000000206e-01 -1.595109999999999931e-02
7.777870000000000061e-01 -1.392320000000000016e-02
8.171990000000000087e-01 -1.191320000000000053e-02
8.535549999999999526e-01 -9.969300000000000384e-03
8.865070000000000450e-01 -8.135299999999999823e-03
9.157359999999999944e-01 -6.498399999999999663e-03
9.409619999999999651e-01 -5.070400000000000081e-03
9.619410000000000460e-01 -3.861400000000000075e-03
9.784709999999999797e-01 -2.890499999999999840e-03
9.903929999999999678e-01 -2.190500000000000173e-03
9.975929999999999520e-01 -1.766500000000000058e-03
1.000000000000000000e+00 0.000000000000000000e+00
