1.000000000000000000e+00 0.000000000000000000e+00
9.967300000000000049e-01 7.699999999999999597e-04
9.873499999999999499e-01 3.239999999999999825e-03
9.725899999999999546e-01 7.300000000000000065e-03
9.527999999999999803e-01 1.230000000000000017e-02
9.280500000000000416e-01 1.788000000000000006e-02
8.985800000000000454e-01 2.404999999999999846e-02
8.648099999999999676e-01 3.076999999999999874e-02
8.271699999999999608e-01 3.787000000000000088e-02
7.861299999999999955e-01 4.517999999999999794e-02
7.421799999999999509e-01 5.249999999999999806e-02
6.958199999999999941e-01 5.965999999999999776e-02
6.476100000000000190e-01 6.643999999999999906e-02
5.981300000000000505e-01 7.266999999999999849e-02
5.479500000000000481e-01 7.814999999999999725e-02
4.974199999999999733e-01 8.271000000000000574e-02
4.470700000000000229e-01 8.620999999999999497e-02
3.972999999999999865e-01 8.852999999999999758e-02
3.487700000000000244e-01 8.956000000000000072e-02
3.019100000000000117e-01 8.921999999999999376e-02
2.571700000000000097e-01 8.745999999999999608e-02
2.149699999999999944e-01 8.426000000000000156e-02
1.756900000000000128e-01 7.964000000000000246e-02
1.396900000000000086e-01 7.366999999999999937e-02
1.073000000000000065e-01 6.646000000000000518e-02
7.878000000000000280e-02 5.813999999999999724e-02
5.439999999999999697e-02 4.891999999999999821e-02
3.427999999999999797e-02 3.901000000000000301e-02
1.879000000000000115e-02 2.868000000000000063e-02
7.530000000000000235e-03 1.827000000000000152e-02
1.559999999999999972e-03 8.449999999999999178e-03
0.000000000000000000e+00 0.000000000000000000e+00
4.539999999999999765e-03 -7.409999999999999920e-03
1.455000000000000043e-02 -1.388999999999999957e-02
2.650999999999999884e-02 -1.933999999999999955e-02
4.331999999999999740e-02 -2.454999999999999891e-02
6.357999999999999763e-02 -2.895999999999999963e-02
8.874999999999999556e-02 -3.273000000000000215e-02
1.157699999999999979e-01 -3.574000000000000093e-02
1.472400000000000098e-01 -3.805999999999999661e-02
1.820599999999999996e-01 -3.966999999999999693e-02
2.200100000000000111e-01 -4.062999999999999945e-02
2.608099999999999863e-01 -4.096000000000000335e-02
3.041900000000000159e-01 -4.071000000000000313e-02
3.497899999999999898e-01 -3.989000000000000185e-02
3.972200000000000175e-01 -3.853999999999999787e-02
4.460700000000000220e-01 -3.665000000000000202e-02
4.958899999999999975e-01 -3.422000000000000042e-02
5.463500000000000023e-01 -3.110999999999999877e-02
5.967900000000000427e-01 -2.701999999999999888e-02
6.461900000000000421e-01 -2.222999999999999976e-02
6.940800000000000303e-01 -1.730999999999999900e-02
7.401600000000000401e-01 -1.265999999999999938e-02
7.839399999999999702e-01 -8.500000000000000611e-03
8.249499999999999611e-01 -5.020000000000000157e-03
8.626899999999999569e-01 -2.299999999999999961e-03
8.966899999999999871e-01 -3.899999999999999929e-04
9.264700000000000157e-01 7.600000000000000418e-04
9.515400000000000524e-01 1.250000000000000026e-03
9.717400000000000482e-01 1.219999999999999947e-03
9.869799999999999685e-01 8.400000000000000348e-04
9.966599999999999904e-01 2.799999999999999755e-04
1.000000000000000000e+00 0.000000000000000000e+00
