1.000000000000000000e+00 0.000000000000000000e+00
9.493800000000000017e-01 8.189999999999999364e-03
8.988599999999999923e-01 1.504999999999999914e-02
7.978100000000000191e-01 2.875000000000000125e-02
6.968999999999999639e-01 4.077000000000000068e-02
5.961300000000000487e-01 5.088999999999999774e-02
4.954600000000000115e-01 5.972999999999999837e-02
3.950600000000000223e-01 6.487999999999999323e-02
2.949100000000000055e-01 6.686000000000000276e-02
1.953300000000000036e-01 6.146999999999999686e-02
1.456999999999999962e-01 5.659000000000000141e-02
9.639000000000000346e-02 4.744000000000000300e-02
7.184999999999999720e-02 4.146999999999999992e-02
4.744999999999999912e-02 3.361000000000000099e-02
2.324000000000000024e-02 2.316999999999999962e-02
1.132000000000000020e-02 1.555999999999999918e-02
1.000000000000000082e-05 0.000000000000000000e+00
1.312999999999999931e-02 -8.099999999999999561e-03
2.599999999999999881e-02 -1.302000000000000032e-02
5.163000000000000228e-02 -2.127000000000000071e-02
7.713000000000000411e-02 -2.783000000000000057e-02
1.025400000000000061e-01 -3.318999999999999728e-02
1.531500000000000083e-01 -4.134000000000000175e-02
2.035099999999999965e-01 -4.599999999999999922e-02
3.038199999999999790e-01 -5.006000000000000033e-02
4.035699999999999843e-01 -4.676999999999999907e-02
5.027099999999999902e-01 -3.552000000000000296e-02
6.018099999999999561e-01 -2.367000000000000007e-02
7.011100000000000110e-01 -1.451000000000000033e-02
8.006098999999999855e-01 -7.929999999999999549e-03
9.002799999999999692e-01 -3.640000000000000006e-03
9.501899000000000317e-01 -2.439999999999999895e-03
1.000000000000000000e+00 0.000000000000000000e+00
