1.000000000000000000e+00 0.000000000000000000e+00
9.498299999999999521e-01 1.239999999999999956e-02
8.997100000000000097e-01 2.380000000000000171e-02
7.994599999999999485e-01 4.458999999999999769e-02
6.992000000000000437e-01 6.639000000000000457e-02
5.989700000000000024e-01 8.619000000000000272e-02
4.987599999999999811e-01 1.029899999999999982e-01
3.986100000000000199e-01 1.157799999999999940e-01
2.985700000000000021e-01 1.195800000000000057e-01
1.986300000000000010e-01 1.143799999999999956e-01
1.487300000000000011e-01 1.057799999999999990e-01
9.889000000000000568e-02 9.218999999999999417e-02
7.402000000000000246e-02 8.139000000000000401e-02
4.918999999999999762e-02 6.758999999999999730e-02
2.437999999999999889e-02 5.129000000000000226e-02
1.207000000000000087e-02 3.613999999999999851e-02
0.000000000000000000e+00 0.000000000000000000e+00
1.278999999999999929e-02 -2.384999999999999967e-02
2.537000000000000019e-02 -3.070000000000000159e-02
5.041000000000000342e-02 -3.440000000000000002e-02
7.542999999999999705e-02 -3.608999999999999708e-02
1.004300000000000054e-01 -3.579000000000000237e-02
1.503700000000000037e-01 -3.119999999999999857e-02
2.003099999999999881e-01 -2.560000000000000123e-02
3.002699999999999814e-01 -2.239999999999999977e-02
4.002899999999999792e-01 -2.419999999999999929e-02
5.003199999999999870e-01 -2.699999999999999969e-02
6.003500000000000503e-01 -2.879999999999999921e-02
7.003300000000000081e-01 -2.759999999999999953e-02
8.002599999999999714e-01 -2.139999999999999888e-02
9.001500000000000057e-01 -1.220000000000000077e-02
9.500800000000000356e-01 -6.599999999999999964e-03
1.000000000000000000e+00 0.000000000000000000e+00
