1.000000000000000000e+00 0.000000000000000000e+00
9.499999999999999556e-01 1.214999999999999934e-02
9.000000000000000222e-01 2.330000000000000127e-02
8.000000000000000444e-01 4.560000000000000164e-02
6.999999999999999556e-01 6.590000000000000024e-02
5.999999999999999778e-01 8.319999999999999618e-02
5.000000000000000000e-01 9.850000000000000422e-02
4.000000000000000222e-01 1.087999999999999939e-01
2.999999999999999889e-01 1.111000000000000043e-01
2.000000000000000111e-01 1.044000000000000067e-01
1.499999999999999944e-01 9.554999999999999605e-02
1.000000000000000056e-01 8.269999999999999574e-02
7.499999999999999722e-02 7.477000000000000313e-02
5.000000000000000278e-02 6.285000000000000309e-02
2.500000000000000139e-02 4.592999999999999861e-02
1.250000000000000069e-02 3.445999999999999758e-02
0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000069e-02 -1.953999999999999834e-02
2.500000000000000139e-02 -2.707000000000000031e-02
5.000000000000000278e-02 -3.314999999999999891e-02
7.499999999999999722e-02 -3.422000000000000042e-02
1.000000000000000056e-01 -3.230000000000000232e-02
1.499999999999999944e-01 -2.744999999999999871e-02
2.000000000000000111e-01 -2.259999999999999856e-02
2.999999999999999889e-01 -1.290000000000000001e-02
4.000000000000000222e-01 -7.199999999999999803e-03
5.000000000000000000e-01 -3.500000000000000073e-03
5.999999999999999778e-01 -1.799999999999999951e-03
6.999999999999999556e-01 -1.100000000000000066e-03
8.000000000000000444e-01 5.999999999999999474e-04
9.000000000000000222e-01 2.999999999999999737e-04
9.499999999999999556e-01 1.499999999999999869e-04
1.000000000000000000e+00 0.000000000000000000e+00
